Date,Name,Current Price,Previous,Price Change,Change %,Latest Vol,Prev Vol,Vol Change %
2-Dec-20,Brooks Laboratories,71.75,68.35,3.4,4.97,100000,63341,0.587
2-Dec-20,C & C Constructions,3.75,3.6,0.15,4.17,4850,3668,0.3222
2-Dec-20,Cadsys (India) Ltd.,20.3,19.35,0.95,4.91,4000,2000,1
2-Dec-20,California Software,9.65,9.4,0.25,2.66,89307,65171,0.3703
2-Dec-20,Cambridge Technology Enterprises,35.95,34.25,1.7,4.96,19849,10423,0.9043
2-Dec-20,Career Point,175.65,171.15,4.5,2.63,508000,148000,2.4174
2-Dec-20,Castrol (India) Ltd.,130.75,128.55,2.2,1.71,1457000,1261000,0.1556
2-Dec-20,Central Depository Services (India) Ltd.,499.4,494.3,5.1,1.03,1142000,878000,0.2998
2-Dec-20,Centrum Capital Ltd.,18.35,18,0.35,1.94,1857000,1493000,0.2435
2-Dec-20,Century Enka Ltd.,207.75,200.55,7.2,3.59,198000,84573,1.3433
2-Dec-20,Century Extrusions,4.1,3.85,0.25,6.49,266000,74880,2.5639
2-Dec-20,Century Textile & Industries Ltd.,373.1,354.8,18.3,5.16,2269000,595000,2.8105
2-Dec-20,CESC Ltd.,603.15,592.1,11.05,1.87,1103000,457000,1.4113
2-Dec-20,Chalet Hotels Ltd.,161.85,152.05,9.8,6.45,664000,469000,0.4162
2-Dec-20,Chennai Petroleum Corporation Ltd.,89.55,87.75,1.8,2.05,2547000,1014000,1.5099
2-Dec-20,Cigniti Technologies,426.55,412.95,13.6,3.29,74671,20786,2.5924
2-Dec-20,Cimmco,21.8,21.35,0.45,2.11,51580,9858,4.2323
2-Dec-20,Cineline India,35.15,33.5,1.65,4.93,283000,135000,1.0898
2-Dec-20,Coal India Ltd,129.75,126.4,3.35,2.65,21081000,8927000,1.3615
2-Dec-20,Commercial Engineers and Body Builders Co,16.3,15.15,1.15,7.59,210000,55775,2.7681
2-Dec-20,Compuage Infocom,15.15,13.7,1.45,10.58,1286000,883000,0.4573
2-Dec-20,Country Condos,2.65,2.55,0.1,3.92,52945,26056,1.032
2-Dec-20,D.B. Corp Ltd.,84.75,82.5,2.25,2.73,593000,282000,1.1027
2-Dec-20,Damodar Industries,25.95,25.4,0.55,2.17,28230,23224,0.2156
2-Dec-20,DCM,20.35,18.8,1.55,8.24,43348,10195,3.2519
2-Dec-20,DCW Ltd.,18.2,17,1.2,7.06,2555000,428000,4.9613
2-Dec-20,Deccan Cements,368.55,356.1,12.45,3.5,108000,88378,0.2269
2-Dec-20,Deepak Fertilisers & Petrochemicals Corp. Ltd.,149.2,146.9,2.3,1.57,761000,587000,0.2953
2-Dec-20,Delta Manufacturing Ltd.,27.95,26.65,1.3,4.88,70833,5331,12.287
2-Dec-20,Dewan Housing Finance Corporation Ltd.,29.8,28.4,1.4,4.93,1382000,370000,2.7305
2-Dec-20,DFM Foods Ltd.,384,369.05,14.95,4.05,211000,47827,3.4202
2-Dec-20,Dhunseri Investments,253.5,245.85,7.65,3.11,4056,1732,1.3418
2-Dec-20,Dhunseri Tea & Industries,268.5,265.75,2.75,1.03,11016,5181,1.1262
2-Dec-20,Digjam,2.85,2.8,0.05,1.79,29417,23251,0.2652
2-Dec-20,D-Link (India) Ltd.,113.4,107.15,6.25,5.83,1244000,159000,6.8115
2-Dec-20,DRS Dilip Roadlines Ltd.,74.9,69.1,5.8,8.39,6400,1600,3
2-Dec-20,Dynamatic Technologies Ltd.,740.5,698.85,41.65,5.96,40452,6428,5.2931
2-Dec-20,Edelweiss Exchange Traded Scheme - Banking,3286.32,3240.49,45.83,1.41,25,12,1.0833
2-Dec-20,Edelweiss Financial Services Ltd.,74.3,73.5,0.8,1.09,4044000,2326000,0.7386
2-Dec-20,EIH Associated Hotels,264.8,258.5,6.3,2.44,36103,7205,4.0108
2-Dec-20,Electrotherm (India),115.8,102.2,13.6,13.31,561000,21618,24.9797
2-Dec-20,Elgi Rubber Company,18.8,18.6,0.2,1.08,34418,20091,0.7131
2-Dec-20,Emami Realty Ltd.,48.55,46.25,2.3,4.97,52942,44450,0.191
2-Dec-20,Eris Lifesciences Ltd.,530.15,520.05,10.1,1.94,419000,222000,0.8867
2-Dec-20,Escorts Ltd.,1417.9,1373.7,44.2,3.22,2446000,1961000,0.2472
2-Dec-20,Everest Kanto Cylinder Ltd.,53.7,51.15,2.55,4.99,252000,127000,0.9716
2-Dec-20,Foseco India Ltd.,1225.9,1176.25,49.65,4.22,8555,3360,1.5461
2-Dec-20,Gallantt Ispat,32.95,31.45,1.5,4.77,118000,38262,2.0911
2-Dec-20,Ganges Securities Ltd.,53.85,46.1,7.75,16.81,97630,3205,29.4618
2-Dec-20,Garden Silk Mills Ltd.,10.75,10.25,0.5,4.88,19044,13998,0.3605
2-Dec-20,Gayatri Projects,33.8,33.35,0.45,1.35,2564000,176000,13.5584
2-Dec-20,GE T&D India Ltd.,105.85,101.85,4,3.93,168000,91784,0.8342
2-Dec-20,GeeCee Ventures,78.85,76.1,2.75,3.61,32265,11331,1.8475
2-Dec-20,Genus Paper & Boards Ltd.,5.7,5.6,0.1,1.79,435000,236000,0.8431
2-Dec-20,Genus Power Infrastructures Ltd.,32.7,29.5,3.2,10.85,1432000,298000,3.7962
2-Dec-20,GFL Ltd.,85.1,83.3,1.8,2.16,207000,118000,0.7497
2-Dec-20,GHCL Ltd.,184.5,178.35,6.15,3.45,984000,727000,0.3535
2-Dec-20,Global Vectra Helicorp,55.55,53.75,1.8,3.35,110000,66967,0.6568
2-Dec-20,Goa Carbon,287.35,279.9,7.45,2.66,277000,51640,4.378
2-Dec-20,GOCL Corporation Ltd.,208.1,202,6.1,3.02,28404,17519,0.6213
2-Dec-20,Godawari Power & Ispat,439.95,425,14.95,3.52,255000,121000,1.1019
2-Dec-20,Godrej Consumer Products Ltd.,717.9,705.6,12.3,1.74,1642000,1328000,0.2365
2-Dec-20,Goldiam International,162.75,156.05,6.7,4.29,87269,15150,4.7603
2-Dec-20,Goldman Sachs Mutual Fund - CPSE ETF,19.39,19.03,0.36,1.89,14905000,10890000,0.3686
2-Dec-20,Goodluck India Ltd.,48.5,45.45,3.05,6.71,551000,112000,3.9078
2-Dec-20,Grand Foundry Ltd.,3.1,2.95,0.15,5.08,7689,5084,0.5124
2-Dec-20,Graphite India Ltd.,253.65,241.7,11.95,4.94,3273000,1065000,2.0719
